cell_id,x,y,depth,roughness
0,0.5,0.5,0.0,0.38741837033672644
1,1.5,0.5,0.037815126050420166,0.37973000843988297
2,2.5,0.5,0.07563025210084033,0.38924637836135956
3,3.5,0.5,0.11344537815126049,0.3998450700084237
4,4.5,0.5,0.1512605042016807,0.37856897707799236
5,5.5,0.5,0.18907563025210086,0.37856917586550776
6,6.5,0.5,0.22689075630252103,0.4005253370618118
7,7.5,0.5,0.2647058823529412,0.3906962733089836
8,8.5,0.5,0.3025210084033613,0.3757196944224648
9,9.5,0.5,0.34033613445378147,0.38797347546806443
10,10.5,0.5,0.37815126050420167,0.3757930292707846
11,11.5,0.5,0.4159663865546218,0.3757650346833835
12,12.5,0.5,0.45378151260504196,0.3843338173954917
13,13.5,0.5,0.49159663865546216,0.3582379958269743
14,14.5,0.5,0.5294117647058824,0.36051870060174723
15,15.5,0.5,0.5672268907563025,0.3745959066313437
16,16.5,0.5,0.6050420168067226,0.36914069448073444
17,17.5,0.5,0.6428571428571428,0.3852090497837212
18,18.5,0.5,0.6806722689075632,0.3704097052392414
19,19.5,0.5,0.7184873949579832,0.3643038535604522
20,20.5,0.5,0.7411764705882353,0.01774617402356494
21,21.5,0.5,0.7411764705882353,0.0
22,22.5,0.5,0.7411764705882353,0.0008176360512161359
23,23.5,0.5,0.7411764705882353,0.0
24,24.5,0.5,0.7411764705882353,0.0
25,25.5,0.5,0.7411764705882353,0.0013430581882071194
26,26.5,0.5,0.7411764705882353,0.0
27,27.5,0.5,0.7411764705882353,0.004548976914009633
28,28.5,0.5,0.7411764705882353,0.0
29,29.5,0.5,0.7411764705882353,0.0
30,30.5,0.5,0.7411764705882353,0.0
31,31.5,0.5,0.7411764705882353,0.02242750903174121
32,32.5,0.5,0.7277996913050938,0.8992930073213128
33,33.5,0.5,0.6386211627508148,0.8866495974500115
34,34.5,0.5,0.5494426341965357,0.9094158618317665
35,35.5,0.5,0.46026410564225667,0.8846743754748316
36,36.5,0.5,0.43529411764705883,0.002528934477848399
37,37.5,0.5,0.43529411764705883,0.0
38,38.5,0.5,0.43529411764705883,0.0
39,39.5,0.5,0.43529411764705883,0.0023836091049277267
40,40.5,0.5,0.43529411764705883,0.008941403095387044
41,41.5,0.5,0.43529411764705883,0.002074938692408643
42,42.5,0.5,0.43529411764705883,0.0
43,43.5,0.5,0.43529411764705883,0.0
44,44.5,0.5,0.5198079231692677,0.9507433451274908
45,45.5,0.5,0.6158463385354143,0.9599294668178922
46,46.5,0.5,0.7118847539015608,0.9630679437150269
47,47.5,0.5,0.8079231692677069,0.9814450961087285
48,48.5,0.5,0.9039615846338535,0.9728059423805033
49,49.5,0.5,1.0,0.9472983800199315
50,0.5,1.5,0.0,0.3853281524447335
51,1.5,1.5,0.037815126050420166,0.3767415197209577
52,2.5,1.5,0.07563025210084033,0.3732079047335278
53,3.5,1.5,0.11344537815126049,0.3888103396214539
54,4.5,1.5,0.1512605042016807,0.39388753358112444
55,5.5,1.5,0.18907563025210086,0.3926801243276747
56,6.5,1.5,0.22689075630252103,0.371242819609454
57,7.5,1.5,0.2647058823529412,0.3776601576361752
58,8.5,1.5,0.3025210084033613,0.3854150818543355
59,9.5,1.5,0.34033613445378147,0.39321608802639146
60,10.5,1.5,0.37815126050420167,0.3756022479621301
61,11.5,1.5,0.4159663865546218,0.3791561505163766
62,12.5,1.5,0.45378151260504196,0.3680085435217102
63,13.5,1.5,0.49159663865546216,0.366920371528646
64,14.5,1.5,0.5294117647058824,0.3912422393033886
65,15.5,1.5,0.5672268907563025,0.39782556753774556
66,16.5,1.5,0.6050420168067226,0.38053221850950936
67,17.5,1.5,0.6428571428571428,0.393554965840191
68,18.5,1.5,0.6806722689075632,0.3857828352641455
69,19.5,1.5,0.7184873949579832,0.3735929684667314
70,20.5,1.5,0.7411764705882353,0.004375802335932779
71,21.5,1.5,0.7411764705882353,0.018622650352440793
72,22.5,1.5,0.7411764705882353,0.0
73,23.5,1.5,0.7411764705882353,0.018944810782581395
74,24.5,1.5,0.7411764705882353,0.0
75,25.5,1.5,0.7411764705882353,0.009951650888213063
76,26.5,1.5,0.7411764705882353,0.0010539717659179496
77,27.5,1.5,0.7411764705882353,0.0
78,28.5,1.5,0.7411764705882353,0.0011110456635082366
79,29.5,1.5,0.7411764705882353,0.0
80,30.5,1.5,0.7411764705882353,0.0
81,31.5,1.5,0.7411764705882353,0.004323943071786135
82,32.5,1.5,0.7277996913050938,0.9173508732757065
83,33.5,1.5,0.6386211627508148,0.8931811819129156
84,34.5,1.5,0.5494426341965357,0.889667137621695
85,35.5,1.5,0.46026410564225667,0.8933811245442823
86,36.5,1.5,0.43529411764705883,0.011083750504722977
87,37.5,1.5,0.43529411764705883,0.003980540581188247
88,38.5,1.5,0.43529411764705883,0.0
89,39.5,1.5,0.43529411764705883,0.0062146766550080675
90,40.5,1.5,0.43529411764705883,0.0011754215068724592
91,41.5,1.5,0.43529411764705883,0.01172841879552052
92,42.5,1.5,0.43529411764705883,0.0
93,43.5,1.5,0.43529411764705883,0.0
94,44.5,1.5,0.5198079231692677,0.9638977170520635
95,45.5,1.5,0.6158463385354143,0.9509250514057848
96,46.5,1.5,0.7118847539015608,0.9722308332455312
97,47.5,1.5,0.8079231692677069,0.9718062638043282
98,48.5,1.5,0.9039615846338535,0.9687073030609734
99,49.5,1.5,1.0,0.9658049921702585
100,0.5,2.5,0.0,0.3642667176248959
101,1.5,2.5,0.037815126050420166,0.3763109200085874
102,2.5,2.5,0.07563025210084033,0.37725451146010885
103,3.5,2.5,0.11344537815126049,0.3716900946932785
104,4.5,2.5,0.1512605042016807,0.3794512636508234
105,5.5,2.5,0.18907563025210086,0.3862963969043538
106,6.5,2.5,0.22689075630252103,0.4042421878619165
107,7.5,2.5,0.2647058823529412,0.38351792182996636
108,8.5,2.5,0.3025210084033613,0.38452255939229285
109,9.5,2.5,0.34033613445378147,0.3805027257492922
110,10.5,2.5,0.37815126050420167,0.3581715107845657
111,11.5,2.5,0.4159663865546218,0.381083090122262
112,12.5,2.5,0.45378151260504196,0.38213339335144764
